Date,Symbol,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,VIX,VIX_MA20,VIX_Ratio,MA20,MA60,52W_High,52W_Low,Position_52W
2023-06-27,XQQ.TO,38.51056671142578,39.06612014770508,38.46284866333008,38.98432159423828,38.69520950317383,60734,0.0,0.0,13.739999771118164,14.239999914169312,0.964887630192074,38.613667488098145,36.09469464619954,39.67280197143555,28.087934494018555,0.9405707161916735
2023-06-28,XQQ.TO,38.82413101196289,39.277435302734375,38.807090759277344,39.038856506347656,38.74933624267578,168998,0.0,0.0,13.430000305175781,14.01449990272522,0.9582932247596093,38.697682571411136,36.17109775543213,39.67280197143555,28.087934494018555,0.9452781426871153
2023-06-29,XQQ.TO,39.059303283691406,39.103614807128906,38.844581604003906,39.0047721862793,38.71550369262695,416041,0.0,0.0,13.539999961853027,13.908999919891357,0.9734704177033878,38.75732822418213,36.24948902130127,39.67280197143555,28.087934494018555,0.9423360011274642
2023-06-30,XQQ.TO,39.38991165161133,39.689842224121094,39.38991165161133,39.62167739868164,39.32783126831055,73350,0.0,0.0,13.59000015258789,13.858499908447266,0.980625626320803,38.833163261413574,36.34355856577555,39.67280197143555,28.087934494018555,0.9955869523019089
2023-07-04,XQQ.TO,39.740966796875,39.754600524902344,39.706886291503906,39.706886291503906,39.412410736083984,38435,0.0,0.0,13.59000015258789,13.801499938964843,0.9846755941519197,38.91155471801758,36.43490149180094,39.706886291503906,28.087934494018555,1.0
2023-07-05,XQQ.TO,39.5296516418457,39.80913543701172,39.5296516418457,39.68643569946289,39.392112731933594,174573,0.0,0.0,14.180000305175781,13.812499952316283,1.0266063604798688,38.9882417678833,36.52715326944987,39.706886291503906,28.087934494018555,0.9982398935465554
2023-07-06,XQQ.TO,39.30811309814453,39.42058563232422,39.07634735107422,39.38991165161133,39.097782135009766,101223,0.0,0.0,15.4399995803833,13.887499952316285,1.1117911527199016,39.083845138549805,36.61764405568441,39.706886291503906,28.087934494018555,0.9727191707636501
2023-07-07,XQQ.TO,39.352420806884766,39.67961883544922,39.22631072998047,39.22972106933594,38.93878173828125,296921,0.0,0.0,14.829999923706055,13.946499967575074,1.0633492244064873,39.14928493499756,36.71046384175619,39.706886291503906,28.087934494018555,0.9589321626868923
2023-07-10,XQQ.TO,39.19904708862305,39.287662506103516,38.94001388549805,39.216087341308594,38.92525100708008,67189,0.0,0.0,15.069999694824219,14.008499956130981,1.0757754036490295,39.20671501159668,36.79203618367513,39.706886291503906,28.087934494018555,0.9577587583845959
2023-07-11,XQQ.TO,39.28425216674805,39.471710205078125,39.08316421508789,39.45466995239258,39.16206359863281,51052,0.0,0.0,14.84000015258789,13.999999952316283,1.0600000145094737,39.244547271728514,36.87872104644775,39.706886291503906,28.087934494018555,0.9782926770411497
2023-07-12,XQQ.TO,39.84662628173828,40.06475830078125,39.689842224121094,39.91138458251953,39.61539077758789,112079,0.0,0.0,13.539999961853027,13.946499967575074,0.9708529016837817,39.2900484085083,36.97267697652181,39.91138458251953,28.087934494018555,1.0
2023-07-13,XQQ.TO,40.31356430053711,40.66462326049805,40.279483795166016,40.59645462036133,40.29538345336914,92421,0.0,0.0,13.609999656677246,13.93299994468689,0.9768176064528864,39.357021713256835,37.07742589314778,40.59645462036133,28.087934494018555,1.0
2023-07-14,XQQ.TO,40.67143630981445,40.98841094970703,40.518062591552734,40.56578063964844,40.26493453979492,109145,0.0,0.0,13.34000015258789,13.874999952316283,0.9614414557429184,39.40167064666748,37.18228842417399,40.59645462036133,28.087934494018555,0.9975477530192967
