trade_date,code,name,fin_balance,fin_buy,fin_repay,sec_volume,sec_sell,sec_repay,exchange,sec_balance,margin_balance
20260420,600098,广州发展,279032080,11141306,12815796.0,71500,300,1400.0,SSE,,
20260420,600100,同方股份,1919935399,39200871,49546062.0,343024,34100,8100.0,SSE,,
20260420,600101,明星电力,247641925,30131202,34038245.0,29000,100,0.0,SSE,,
20260420,600104,上汽集团,3514392685,61940618,64308628.0,944000,30900,400.0,SSE,,
20260420,600105,永鼎股份,2115281082,528929594,484567842.0,535731,4600,11000.0,SSE,,
20260420,600106,重庆路桥,589361388,21180813,14597515.0,45500,16700,1800.0,SSE,,
20260420,600108,亚盛集团,479730485,60462091,78504642.0,1132400,11200,0.0,SSE,,
20260420,600109,国金证券,1798379470,19175857,22202739.0,166900,0,5800.0,SSE,,
20260420,600110,诺德股份,536049782,96873343,87563758.0,0,0,0.0,SSE,,
20260420,600111,北方稀土,6638537852,702119778,737210517.0,451583,102000,55700.0,SSE,,
20260420,600113,浙江东日,1377726386,14296433,9553222.0,69201,0,1000.0,SSE,,
20260420,600114,东睦股份,1323345929,73411332,44647429.0,100900,16100,2000.0,SSE,,
20260420,600115,中国东航,508143507,92085901,79197348.0,1337600,212700,60800.0,SSE,,
20260420,600116,三峡水利,238550060,26036595,18591743.0,189700,6000,31900.0,SSE,,
20260420,600118,中国卫星,3787534003,1217156987,515861146.0,520841,18900,24000.0,SSE,,
20260420,600120,浙江东方,885465353,35470748,28523068.0,680403,83500,76300.0,SSE,,
20260420,600121,郑州煤电,174623542,23924413,16036163.0,66200,3200,0.0,SSE,,
20260420,600123,兰花科创,423582994,10827863,12067695.0,525900,58300,32300.0,SSE,,
20260420,600125,铁龙物流,538021274,14322073,12178757.0,409000,6600,88100.0,SSE,,
20260420,600126,杭钢股份,1001452796,174731440,151421177.0,760800,4500,42300.0,SSE,,
20260420,600127,金健米业,210346883,19727418,21160615.0,39900,1900,2400.0,SSE,,
20260420,600129,太极集团,366898104,6700824,6763765.0,138100,400,3041.0,SSE,,
20260420,600131,国网信通,552171915,38067198,20571044.0,245544,700,1200.0,SSE,,
20260420,600132,重庆啤酒,352283303,11020502,10628578.0,164993,400,800.0,SSE,,
20260420,600133,东湖高新,1047833768,27135517,52700411.0,282200,78300,7900.0,SSE,,
20260420,600135,乐凯胶片,233883295,30809059,40758010.0,11700,1700,2100.0,SSE,,
20260420,600138,中青旅,466594940,7953762,8636382.0,155300,0,0.0,SSE,,
20260420,600141,兴发集团,1178556472,42264368,50539613.0,160960,0,2400.0,SSE,,
20260420,600143,金发科技,1730349637,102630438,88674798.0,652068,373900,5000.0,SSE,,
20260420,600150,中国船舶,6554363636,819867163,704848768.0,470624,103200,32900.0,SSE,,
20260420,600151,航天机电,1035154322,145990654,141060181.0,610100,2000,11400.0,SSE,,
20260420,600153,建发股份,352244578,16906336,5609562.0,583800,4000,13800.0,SSE,,
20260420,600155,华创云信,1400906461,19212423,16944445.0,934900,9800,29900.0,SSE,,
20260420,600157,永泰能源,1555838401,183866287,206141726.0,10220400,308800,328200.0,SSE,,
20260420,600158,中体产业,912190117,141345210,132473280.0,466300,5300,800.0,SSE,,
20260420,600160,巨化股份,3355477862,181350227,198730596.0,185700,31800,16300.0,SSE,,
20260420,600161,天坛生物,1404973593,12326228,11211734.0,191952,800,3400.0,SSE,,
20260420,600162,香江控股,140733319,4479829,4596361.0,30200,26100,36400.0,SSE,,
20260420,600163,中闽能源,305585194,26074041,27115136.0,381600,17700,14300.0,SSE,,
20260420,600166,福田汽车,545583739,56316587,61167977.0,1696300,1268700,598400.0,SSE,,
20260420,600167,联美控股,633987759,11820907,12541027.0,307300,6800,7900.0,SSE,,
20260420,600168,武汉控股,166043442,7655967,8713718.0,0,0,0.0,SSE,,
20260420,600170,上海建工,915378147,45164147,42509384.0,1805000,100000,338300.0,SSE,,
20260420,600171,上海贝岭,885310194,20274714,17874010.0,257833,0,8400.0,SSE,,
20260420,600172,黄河旋风,505338123,113060688,115224404.0,36600,0,0.0,SSE,,
