Date,Symbol,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,VIX,VIX_MA20,VIX_Ratio,VIX_Change_10D,VIX_Zscore,SPY,SPY_MA200,SPY_Trend,SPY_Return_20D,TNX,TNX_MA50,TNX_Change,IRX,Yield_Spread,Yield_Spread_MA50,Yield_Spread_Change_20D,HYG,IEF,LQD,HYG_IEF,HYG_IEF_MA50,HYG_IEF_Ratio,HYG_IEF_Change_20D,LQD_IEF,LQD_IEF_MA50,LQD_IEF_Ratio,LQD_IEF_Change_20D,DXY,DXY_MA50,DXY_Trend,DXY_Return_20D,MA20,MA60,MA120,52W_High,52W_Low,Position_52W
2011-05-25,XQQ.TO,6.82722806930542,6.82722806930542,6.82722806930542,6.82722806930542,6.22181510925293,0,0.0,0.0,17.06999969482422,,,0.07291011053031493,,132.38999938964844,,,,3.128999948501587,,,0.04500000178813934,3.0839999467134476,,,91.94999694824219,95.91999816894531,110.8499984741211,0.9586113292693073,,,,1.1556505482712724,,,,75.93000030517578,,,,,,,,,
2011-05-26,XQQ.TO,6.851952075958252,6.851952075958252,6.851952075958252,6.851952075958252,6.244345664978027,1416,0.0,0.0,16.09000015258789,,,-0.05073749685203088,,133.0,,,,3.061000108718872,,,0.04500000178813934,3.0160001069307327,,,91.87000274658203,96.44999694824219,111.33000183105469,0.9525143147063249,,,,1.1542768828784675,,,,75.55000305175781,,,,,,,,,
2011-05-27,XQQ.TO,6.897867202758789,6.911994934082031,6.897867202758789,6.908463001251221,6.295844554901123,4530,0.0,0.0,15.979999542236328,,,-0.003119222848869563,,133.50999450683594,,,,3.063999891281128,,,0.03500000014901161,3.0289998911321163,,,92.1500015258789,96.44000244140625,111.44999694824219,0.9555163748763507,,,,1.155640752041203,,,,74.94999694824219,,,,,,,,,
2011-05-30,XQQ.TO,6.919058799743652,6.919058799743652,6.919058799743652,6.919058799743652,6.305500030517578,1133,0.0,0.0,15.979999542236328,,,-0.0638547259563449,,133.50999450683594,,,,3.063999891281128,,,0.03500000014901161,3.0289998911321163,,,92.1500015258789,96.44000244140625,111.44999694824219,0.9555163748763507,,,,1.155640752041203,,,,74.94999694824219,,,,,,,,,
2011-05-31,XQQ.TO,6.982633113861084,6.982633113861084,6.9649739265441895,6.9649739265441895,6.347343921661377,1699,0.0,0.0,15.449999809265137,,,-0.15296052614380007,,134.89999389648438,,,,3.049999952316284,,,0.03999999910593033,3.009999953210354,,,92.4000015258789,96.58999633789062,111.44000244140625,0.9566208202622319,,,,1.1537426924789127,,,,74.63999938964844,,,,,,,,,
2011-06-01,XQQ.TO,6.97910213470459,6.97910213470459,6.97910213470459,6.97910213470459,6.360218524932861,1982,0.0,0.0,18.299999237060547,,,0.04273504459283495,,131.8699951171875,,,,2.9660000801086426,,,0.03999999910593033,2.9260000810027122,,,91.30000305175781,97.13999938964844,111.56999969482422,0.9398806220446306,,,,1.1485484907951677,,,,74.68000030517578,,,,,,,,,
2011-06-02,XQQ.TO,6.876675128936768,6.887270927429199,6.869612216949463,6.880207061767578,6.27009391784668,7078,0.0,0.0,18.09000015258789,,,0.1146026286390931,,131.72999572753906,,,,3.0299999713897705,,,0.03500000014901161,2.994999971240759,,,91.23999786376953,96.55999755859375,110.55999755859375,0.9449047242198201,,,,1.1449875761596269,,,,74.33000183105469,,,,,,,,,
2011-06-03,XQQ.TO,6.781312942504883,6.781312942504883,6.781312942504883,6.781312942504883,6.179970741271973,113252,0.0,0.0,17.950000762939453,,,0.1565721799937323,,130.4199981689453,,,,2.996999979019165,,,0.029999999329447746,2.9669999796897173,,,90.87999725341797,96.94000244140625,110.80000305175781,0.9374870534828885,,,,1.1429750388002002,,,,73.77999877929688,,,,,,,,,
2011-06-06,XQQ.TO,6.802505016326904,6.802505016326904,6.767186164855957,6.774249076843262,6.173532962799072,20102,0.0,0.0,18.489999771118164,,,0.06081465561579025,,129.0399932861328,,,,3.002000093460083,,,0.029999999329447746,2.9720000941306353,,,90.66000366210938,96.87999725341797,110.61000061035156,0.9357969264280801,,,,1.1417217562570605,,,,73.94999694824219,,,,,,,,,
2011-06-07,XQQ.TO,6.728333950042725,6.731865882873535,6.717738151550293,6.717738151550293,6.122032642364502,4247,0.0,0.0,18.06999969482422,17.01099991798401,1.0622538229349257,0.014029180936103502,,128.9600067138672,,,,3.010999917984009,,,0.03999999910593033,2.9709999188780785,,,90.58999633789062,97.05999755859375,110.98999786376953,0.9333401876834246,,,,1.1435194792454682,,,,73.5199966430664,,,,6.918705415725708,,,,,
2011-06-08,XQQ.TO,6.685951232910156,6.685951232910156,6.64709997177124,6.668291091918945,6.076969623565674,13024,0.0,0.0,18.790000915527344,17.15499997138977,1.0953075457222001,0.10076164331887161,,128.4199981689453,,,-0.05483180404780752,2.9619998931884766,,-0.07292646163464411,0.03500000014901161,2.926999893039465,,-0.24300003983080387,90.16000366210938,97.2699966430664,111.05999755859375,0.9269045622871023,,,-0.05048066546887375,1.1417703443141871,,,-0.019080214860828226,73.93000030517578,,,-0.00911406379323143,6.896101021766663,,,,,
2011-06-09,XQQ.TO,6.668291091918945,6.668291091918945,6.668291091918945,6.668291091918945,6.076969623565674,0,0.0,0.0,17.770000457763672,17.195999956130983,1.0333798850370453,0.1044126966590222,,129.39999389648438,,,-0.037488905484946655,2.997999906539917,,-0.05036431898758875,0.03999999910593033,2.9579999074339867,,-0.1790001578629017,90.22000122070312,96.87999725341797,110.76000213623047,0.9312552000255153,,,-0.04115647234401065,1.1432700792352966,,,-0.015876198260546093,74.19000244140625,,,-0.015133404512655546,6.876851987838745,,,,,
2011-06-10,XQQ.TO,6.597652912139893,6.601184844970703,6.587057113647461,6.587057113647461,6.0029401779174805,3964,0.0,0.0,18.860000610351562,17.337499952316286,1.0878154671793883,0.18022535360549785,,127.5999984741211,,,-0.05537461693470269,2.9709999561309814,,-0.08018577752727019,0.03500000014901161,2.93599995598197,,-0.27400006353855133,89.62999725341797,97.19000244140625,110.62999725341797,0.9222141681440327,,,-0.05348039070960142,1.1382857750221211,,,-0.020024392227337207,74.79000091552734,,,-0.0059808208535166996,6.853541254997253,,,,,
2011-06-13,XQQ.TO,6.594120979309082,6.594120979309082,6.594120979309082,6.594120979309082,6.009376525878906,1416,0.0,0.0,19.610000610351562,17.464499998092652,1.1228492434649275,0.22715902203381622,,127.69999694824219,,,-0.0472992886858532,2.990999937057495,,-0.06149987353416897,0.03999999910593033,2.950999937951565,,-0.21600009873509407,89.29000091552734,96.9800033569336,110.75,0.9207052776323043,,,-0.04743949264234737,1.1419879992413087,,,-0.01595088027376812,74.51000213623047,,,-0.01649947155165421,6.830936908721924,,,,,
2011-06-14,XQQ.TO,6.671823024749756,6.671823024749756,6.671823024749756,6.671823024749756,6.080189228057861,14440,0.0,0.0,18.260000228881836,17.465500020980834,1.045489691503054,0.1818770520587052,,129.32000732421875,,,-0.02905619826000083,3.0989999771118164,,-0.015878041739227577,0.05000000074505806,3.0489999763667583,,-0.07999995350837708,89.8499984741211,96.20999908447266,110.41999816894531,0.933894598577353,,,-0.03335130184060875,1.1476977364067558,,,-0.011503656766559622,74.33000183105469,,,-0.015105331538483036,6.815749549865723,,,,,
2011-06-15,XQQ.TO,6.622375965118408,6.622375965118408,6.548205852508545,6.548205852508545,5.967533588409424,6512,0.0,0.0,21.31999969482422,17.65400004386902,1.2076583007729373,0.1650273542988825,,127.0199966430664,,,-0.04618158451933552,2.9730000495910645,,-0.047420698322735655,0.04500000178813934,2.928000047802925,,-0.15800000354647636,89.47000122070312,97.25,111.02999877929688,0.9200000125522172,,,-0.04659604782041438,1.1416966455454691,,,-0.01512357782437801,75.5999984741211,,,0.0026524793659790102,6.79897289276123,,,,,
2011-06-16,XQQ.TO,6.523481845855713,6.534078121185303,6.523481845855713,6.534078121185303,5.954658508300781,2831,0.0,0.0,22.729999542236328,17.979000043869018,1.264252710761155,0.25649526536817935,,127.30000305175781,,,-0.05254538200746195,2.9089999198913574,,-0.08262380435451122,0.03500000014901161,2.873999919742346,,-0.2570000849664211,87.87999725341797,97.5199966430664,110.81999969482422,0.9011484852185561,,,-0.07259033701639483,1.1363823165461873,,,-0.022869034673184685,75.75,,,0.003710067242188808,6.781489849090576,,,,,
2011-06-17,XQQ.TO,6.534078121185303,6.534078121185303,6.534078121185303,6.534078121185303,5.954658508300781,0,0.0,0.0,21.850000381469727,18.29550004005432,1.1942827653594348,0.21727016449951497,,127.05000305175781,,,-0.056652732692013985,2.944000005722046,,-0.071586249706582,0.02500000037252903,2.919000005349517,,-0.21199999935925007,88.8499984741211,97.44999694824219,110.86000061035156,0.9117496280816844,,,-0.06029048003018522,1.1376090721606869,,,-0.022463263628853425,74.98999786376953,,,-0.0017306293671350836,6.759415245056152,,,,,
2011-06-20,XQQ.TO,6.534078121185303,6.534078121185303,6.534078121185303,6.534078121185303,5.954658508300781,0,0.0,0.0,19.989999771118164,18.42350001335144,1.0850272617380785,0.0811249334001094,,127.69999694824219,,,-0.044233243283523294,2.9630000591278076,,-0.059961895385375,0.014999999664723873,2.9480000594630837,,-0.16399989183992147,89.47000122070312,97.30000305175781,110.87999725341797,0.919527219059905,,,-0.04927205824668557,1.1395682813538701,,,-0.017712671101739352,75.02999877929688,,,-0.005302950076369828,6.73857684135437,,,,,
2011-06-21,XQQ.TO,6.534078121185303,6.534078121185303,6.534078121185303,6.534078121185303,5.954658508300781,0,0.0,0.0,18.860000610351562,18.475500059127807,1.0208113745226501,0.04371892246094622,,129.4499969482422,,,-0.018946571108907517,2.984999895095825,,-0.04418828548636977,0.019999999552965164,2.96499989554286,,-0.1080000102519989,90.06999969482422,97.16999816894531,110.8499984741211,0.9269321950405245,,,-0.033147654470223165,1.140784198445604,,,-0.014921968567422894,74.54000091552734,,,-0.01765941468626331,6.723919343948364,,,,,
2011-06-22,XQQ.TO,6.650631904602051,6.664759159088135,6.650631904602051,6.661227226257324,6.070533752441406,5096,0.0,0.0,18.520000457763672,18.54800009727478,0.9984904227213574,-0.014369369058441772,,128.6699981689453,,,-0.02809880835299705,2.993000030517578,,-0.0434643401158048,0.009999999776482582,2.9830000307410955,,-0.10099991597235203,89.41999816894531,97.12999725341797,111.0,0.9206218541903506,,,-0.03962969549704132,1.1427983438565776,,,-0.01112118575456944,74.77999877929688,,,-0.015145548811495435,6.715619301795959,,,,,
2011-06-23,XQQ.TO,6.534078121185303,6.629439830780029,6.519949913024902,6.625907897949219,6.038344383239746,44168,0.0,0.0,19.290000915527344,18.708000135421752,1.0311097271698022,0.08553744617938874,,128.3000030517578,,,-0.03533832291911421,2.9089999198913574,,-0.04965703476930994,0.004999999888241291,2.903999920003116,,-0.1120001869276166,89.9000015258789,97.63999938964844,111.29000091552734,0.9207292307235501,,,-0.033369665412928295,1.1397992790987876,,,-0.012542574484881386,75.44999694824219,,,-0.00132370747155508,6.704317092895508,,,,,
2011-06-24,XQQ.TO,6.625907897949219,6.625907897949219,6.625907897949219,6.625907897949219,6.047370433807373,0,0.009889,0.0,21.100000381469727,18.964000177383422,1.1126344750109056,0.11876986737151585,,126.80999755859375,,,-0.050183486060282445,2.871000051498413,,-0.06298950608056886,0.009999999776482582,2.8610000517219305,,-0.16799983941018581,89.47000122070312,98.05000305175781,111.3499984741211,0.9124936097500624,,,-0.04502567015856285,1.135645028132662,,,-0.017302716153980158,75.66999816894531,,,0.009606420947559702,6.690189337730407,,,,,
2011-06-27,XQQ.TO,6.675354957580566,6.675354957580566,6.675354957580566,6.675354957580566,6.092499732971191,1416,0.0,0.0,20.559999465942383,19.193000173568727,1.07122384619452,0.04844461121991728,,127.94000244140625,,,-0.041719663655176764,2.927000045776367,,-0.04471274489748045,0.014999999664723873,2.9120000461116433,,-0.116999845020473,89.44999694824219,97.66999816894531,110.98999786376953,0.9158390357857433,,,-0.04152449935328617,1.1363775974663566,,,-0.016668808659457635,75.38999938964844,,,0.005870613199759012,6.678004145622253,,,,,
2011-06-28,XQQ.TO,6.675354957580566,6.675354957580566,6.675354957580566,6.675354957580566,6.092499732971191,0,0.0,0.0,19.170000076293945,19.379000186920166,0.989215124175122,0.04983569748114047,,129.61000061035156,,,-0.039214184770031135,3.0450000762939453,,-0.001639303639510481,0.02500000037252903,3.0200000759214163,,0.010000122711062431,89.80999755859375,96.7699966430664,110.22000122070312,0.9280768902974708,,,-0.029838290532853584,1.1389894083312486,,,-0.01278732618965972,75.05999755859375,,,0.0056269851605004195,6.663523197174072,,,,,
2011-06-29,XQQ.TO,6.788376808166504,6.788376808166504,6.7459940910339355,6.7459940910339355,6.156971454620361,12458,0.0,0.0,17.270000457763672,19.32750024795532,0.8935454785256405,-0.18996244348182378,,130.72000122070312,,,-0.008720663828511,3.1080000400543213,,0.04787591237707489,0.019999999552965164,3.088000040501356,,0.16199995949864388,90.69999694824219,96.19000244140625,109.97000122070312,0.9429254043682109,,,0.0032395415461983212,1.1432581186146753,,,-0.004606137418568856,74.69000244140625,,,0.0001339332644563207,6.651867794990539,,,,,
2011-06-30,XQQ.TO,6.820165157318115,6.841355800628662,6.820165157318115,6.841355800628662,6.244006633758545,1133,0.0,0.0,16.520000457763672,19.24900026321411,0.8582264134171318,-0.2732071803579841,,131.97000122070312,,,0.0018219502083676176,3.1579999923706055,,0.042244231745693694,0.014999999664723873,3.1429999927058816,,0.1480000214651227,91.30999755859375,95.86000061035156,110.12999725341797,0.9525349152640578,,,0.008075090375421423,1.148862889132148,,,0.003384589538970584,74.30000305175781,,,-0.0004035891101558109,6.649925231933594,,,,,
2011-07-04,XQQ.TO,6.841355800628662,6.841355800628662,6.841355800628662,6.841355800628662,6.244006633758545,0,0.0,0.0,16.520000457763672,19.177500247955322,0.8614261631687379,-0.24393591902296963,,131.97000122070312,,,0.011884703830082444,3.1579999923706055,,0.0537203918847311,0.014999999664723873,3.1429999927058816,,0.1760000130161643,91.30999755859375,95.86000061035156,110.12999725341797,0.9525349152640578,,,0.016051274228550128,1.148862889132148,,,0.0051513376338718775,74.30000305175781,,,0.007048038507244447,6.652927374839782,,,,,
2011-07-05,XQQ.TO,6.982633113861084,7.010889053344727,6.97910213470459,7.010889053344727,6.39873743057251,43036,0.0,0.0,16.059999465942383,19.056000232696533,0.8427791388450147,-0.19659831666701177,,133.80999755859375,,,0.03696531711594209,3.135999917984009,,0.044636848884797464,0.009999999776482582,3.125999918207526,,0.15399982407689095,91.33000183105469,95.98999786376953,110.0999984741211,0.951453316632756,,,0.016730542452662256,1.146994488221332,,,0.004618228509157385,74.69000244140625,,,0.010006836020317822,6.664759373664856,,,,,
2011-07-06,XQQ.TO,7.000292778015137,7.0285491943359375,7.000292778015137,7.0285491943359375,6.414856910705566,2548,0.0,0.0,16.34000015258789,18.969500255584716,0.8613827424250311,-0.1336161387174365,,133.97000122070312,,,0.03884921096469829,3.0950000286102295,,0.027897745903116,0.004999999888241291,3.090000028721988,,0.11900010984390974,91.37000274658203,96.16000366210938,110.33000183105469,0.9501871803961383,,,0.01805021677522345,1.1473585443979015,,,0.0033572363410603323,75.12000274658203,,,0.021762869648696004,6.680299925804138,,,,,
2011-07-07,XQQ.TO,7.0285491943359375,7.0285491943359375,7.0285491943359375,7.0285491943359375,6.414856910705566,0,0.0,0.0,15.949999809265137,18.827500200271608,0.8471650319799248,-0.13876893007425273,,135.36000061035156,,,0.05404144635071706,3.1489999294281006,,0.06313303274239002,0.019999999552965164,3.1289999298751354,,0.20200003683567047,91.7300033569336,95.79000091552734,110.36000061035156,0.9576156433887701,,,0.03313294847302228,1.152103555230914,,,0.009050165795761345,74.95999908447266,,,0.013932081361357262,6.698312830924988,,,,,
2011-07-08,XQQ.TO,7.063868045806885,7.092123031616211,7.063868045806885,7.081528186798096,6.46320915222168,28879,0.0,0.0,15.949999809265137,18.73650016784668,0.8512795701641549,-0.17314675727017192,,134.39999389648438,,,0.0386398781749544,3.0160000324249268,,0.00600404484527961,0.019999999552965164,2.9960000328719616,,0.03800012543797493,91.4800033569336,96.80999755859375,111.06999969482422,0.9449437626683731,,,0.01469904559188806,1.1472988585460884,,,0.0035239086406306797,75.18000030517578,,,0.013344087224574697,6.718974685668945,,,,,
2011-07-11,XQQ.TO,6.9861650466918945,6.9861650466918945,6.968505859375,6.968505859375,6.360054969787598,1699,0.0,0.0,18.389999389648438,18.713000106811524,0.9827392339379342,-0.1284360636410815,,131.97000122070312,,,0.034247670837302735,2.9170000553131104,,-0.018175665303002297,0.014999999664723873,2.9020000556483865,,-0.033999900333583355,90.58000183105469,97.55000305175781,111.44000244140625,0.9285494515361009,,,0.006869644395962826,1.14238850799706,,,0.003604308395103173,75.98999786376953,,,0.016044884791451386,6.738047122955322,,,,,
2011-07-12,XQQ.TO,6.961441993713379,6.9649739265441895,6.961441993713379,6.9649739265441895,6.356832504272461,3398,0.0,0.0,19.8700008392334,18.726000118255616,1.0610915686079976,-0.03356024536148294,,131.39999389648438,,,0.028974134977793442,2.9079999923706055,,-0.0277498985066994,0.029999999329447746,2.8779999930411577,,-0.07299994491040707,90.33000183105469,97.69000244140625,111.52999877929688,0.924659633264253,,,0.004294920131356017,1.1416725969086934,,,-0.0002761870814972367,75.80999755859375,,,0.017447260570284673,6.756589770317078,,,,,
2011-07-13,XQQ.TO,6.9649739265441895,6.9649739265441895,6.9649739265441895,6.9649739265441895,6.356832504272461,0,0.0,0.0,19.90999984741211,18.80850009918213,1.0585639334567607,0.038601970170738964,,131.83999633789062,,,0.01948645894640255,2.8910000324249268,,-0.06711840794550117,0.004999999888241291,2.8860000325366855,,-0.16299994383007288,91.02999877929688,97.8499984741211,111.80999755859375,0.9303014838919191,,,-0.0038474520474873763,1.142667340849931,,,-0.004383031696633011,75.20999908447266,,,0.011839058680747971,6.771247315406799,,,,,
2011-07-14,XQQ.TO,6.993228912353516,6.993228912353516,6.876675128936768,6.887270927429199,6.28591251373291,3681,0.0,0.0,20.799999237060547,18.782500076293946,1.1074137709341982,0.20440061874520543,,130.92999267578125,,,0.030782523508500415,2.944000005722046,,-0.009754471370764906,0.004999999888241291,2.9390000058338046,,0.010999958030879498,90.9800033569336,97.29000091552734,111.12000274658203,0.9351423836035068,,,0.016459098744229683,1.1421523455741631,,,0.0003991428287646315,75.25,,,-0.004629609539488322,6.788200569152832,,,,,
2011-07-15,XQQ.TO,6.887270927429199,6.887270927429199,6.887270927429199,6.887270927429199,6.28591251373291,0,0.0,0.0,19.530000686645508,18.622500133514404,1.0487314026916237,0.1822033986365459,,131.69000244140625,,,0.03448546177853218,2.9079999923706055,,-0.00034373583646896133,0.004999999888241291,2.902999992482364,,0.029000072740018368,90.94999694824219,97.69000244140625,111.37000274658203,0.9310061897356726,,,0.03313294646428355,1.140034803596007,,,0.003214135768075721,75.12999725341797,,,-0.008184854740356795,6.805860209465027,,,,,
2011-07-18,XQQ.TO,6.961441993713379,6.961441993713379,6.90493106842041,6.90493106842041,6.302031517028809,1699,0.0,0.0,20.950000762939453,18.57750015258789,1.1277082810316148,0.26815981733789096,,130.61000061035156,,,0.028020444494940122,2.9089999198913574,,-0.011888616087860515,0.004999999888241291,2.903999920003116,,-0.015000085346400738,90.79000091552734,97.62999725341797,110.94000244140625,0.929939603294917,,,0.019950625317505466,1.136331102759734,,,-0.001123381864848838,75.4800033569336,,,0.0065342779987036526,6.824402856826782,,,,,
2011-07-19,XQQ.TO,7.042675971984863,7.053271770477295,7.042675971984863,7.053271770477295,6.437419891357422,5379,0.0,0.0,19.209999084472656,18.538500118255616,1.0362218605568736,0.19613945973101155,,132.72999572753906,,,0.03938918480425313,2.8910000324249268,,-0.024299704780996523,0.02500000037252903,2.8660000320523977,,-0.08200002741068602,91.19999694824219,98.0,111.4800033569336,0.9306122137575733,,,0.01205510230464002,1.1375510546625878,,,-0.0017701674610368645,75.22000122070312,,,0.002532352985439079,6.850362539291382,,,,,
2011-07-20,XQQ.TO,7.134507179260254,7.134507179260254,7.063868045806885,7.063868045806885,6.447090148925781,12458,0.0,0.0,19.09000015258789,18.55000009536743,1.029110515064381,0.16829865203914718,,132.64999389648438,,,0.024719946108006763,2.933000087738037,3.033819990158081,-0.017420371586351013,0.019999999552965164,2.913000088185072,3.0077199902944267,-0.051999807357788086,91.27999877929688,97.5199966430664,111.22000122070312,0.9360131452156567,0.9413578457645252,0.994322349813181,0.009796779336955996,1.140484055057756,1.1474063543882234,0.9939670027937415,-0.00026310268695606265,74.79000091552734,75.00240005493164,0.9971681020974164,0.0033539039029972795,6.876852035522461,,,,,
2011-07-21,XQQ.TO,7.070931911468506,7.1203789710998535,7.070931911468506,7.113315105438232,6.492219924926758,12458,0.0,0.0,17.559999465942383,18.502000045776366,0.9490865540210057,0.10094041855361158,,134.49000549316406,,,0.045232046374765744,3.009999990463257,3.0301199913024903,0.005679906372316079,0.03500000014901161,2.9749999903142452,3.003819991443306,-0.008000040426850319,91.72000122070312,96.9800033569336,111.05000305175781,0.9457619926360376,0.9407494270970157,1.005328268500242,0.027307779335519644,1.1450814519261232,1.1470283970301438,0.9983026182184664,0.001997822347064915,74.0199966430664,74.99059997558594,0.9870570000395313,-0.010163173958768201,6.899456429481506,,,,,
2011-07-22,XQQ.TO,7.134507179260254,7.134507179260254,7.134507179260254,7.134507179260254,6.511561870574951,566,0.0,0.0,17.520000457763672,18.413500022888183,0.9514758430491823,0.09843264371617999,,134.5800018310547,,,0.04894776796508293,2.9639999866485596,3.0262599897384646,0.01890686430794264,0.029999999329447746,2.933999987319112,2.9997599898837506,0.030000067315995693,91.83999633789062,97.3499984741211,111.5,0.9434000798911649,0.940192878741374,1.00341121616884,0.02462271035948227,1.1453518412703463,1.146701160338041,0.9988233036519323,0.0048715263058851654,74.19999694824219,74.96799987792969,0.9897555899725478,-0.016567263758240913,6.924886393547058,,,,,
2011-07-25,XQQ.TO,7.169826030731201,7.169826030731201,7.169826030731201,7.169826030731201,6.543797016143799,2831,0.0,0.0,19.350000381469727,18.326000022888184,1.0558769157100634,0.052202339515120544,,133.8300018310547,,,0.05535844497763098,3.003999948501587,3.021739988327026,0.046325285481537914,0.03500000014901161,2.9689999483525753,2.9949399884603918,0.1079998966306448,91.3499984741211,97.04000091552734,110.97000122070312,0.9413643612147184,0.9395337409810786,1.0019484347967411,0.03163940125845244,1.143549053727872,1.1463412412556184,0.9975642614718389,0.00695994381995102,74.05999755859375,74.94439987182618,0.9881992208257725,-0.02127660432549472,6.952082300186158,,,,,
2011-07-26,XQQ.TO,7.187486171722412,7.198081016540527,7.187486171722412,7.198081016540527,6.569585800170898,1416,0.0,0.0,20.229999542236328,18.30950002670288,1.1048908770164427,0.018117699436233092,,133.3300018310547,,,0.042129117451884746,2.9509999752044678,3.0170199871063232,0.008199497455673832,0.06499999761581421,2.8859999775886536,2.9893199872784315,-0.02600006852298975,91.54000091552734,97.44999694824219,111.45999908447266,0.9393535534346525,0.9389896457769583,1.0003875523647474,0.025675382605563346,1.1437660602870157,1.1460065828709292,0.9980449304415856,0.0065017674029586026,73.47000122070312,74.89859985351562,0.9809262304554891,-0.025467544561473265,6.978218603134155,,,,,
