Date,Symbol,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits,MA20,MA60,52W_High,52W_Low,Position_52W
2018-12-21,XQQ.TO,18.002267837524414,18.04818344116211,17.235837936401367,17.32060432434082,16.8745174407959,384209,0.0,0.0,19.13495864868164,19.847585169474282,22.00748062133789,17.32060432434082,0.0
2018-12-24,XQQ.TO,17.24643325805664,17.362987518310547,16.79434585571289,16.928560256958008,16.49257469177246,125993,0.0,0.0,19.02387933731079,19.764467016855875,22.00748062133789,16.928560256958008,0.0
2018-12-27,XQQ.TO,17.235837936401367,17.9775447845459,17.235837936401367,17.945756912231445,17.483572006225586,514449,0.0,0.0,18.960304546356202,19.697478008270263,22.00748062133789,16.928560256958008,0.20027812651038354
2018-12-28,XQQ.TO,18.019926071166992,18.235374450683594,17.832735061645508,17.9775447845459,17.562929153442383,100228,0.049447,0.0,18.867767906188966,19.631666310628255,22.00748062133789,16.928560256958008,0.20653691184936854
2018-12-31,XQQ.TO,18.15060806274414,18.17180061340332,17.906904220581055,17.9775447845459,17.562929153442383,79843,0.0,0.0,18.77770366668701,19.565619150797527,22.00748062133789,16.928560256958008,0.20653691184936854
2019-01-02,XQQ.TO,17.6632022857666,18.253034591674805,17.6632022857666,18.125885009765625,17.707853317260742,503690,0.0,0.0,18.68799247741699,19.508813889821372,22.00748062133789,16.928560256958008,0.2357439508610618
2019-01-03,XQQ.TO,17.818607330322266,17.91750144958496,17.536052703857422,17.536052703857422,17.131622314453125,162234,0.0,0.0,18.553425788879395,19.446592998504638,22.00748062133789,16.928560256958008,0.11961054777703461
2019-01-04,XQQ.TO,17.86452293395996,18.36958885192871,17.815074920654297,18.309545516967773,17.88727569580078,230469,0.0,0.0,18.494972229003906,19.39873530069987,22.00748062133789,16.928560256958008,0.27190527925876995
2019-01-07,XQQ.TO,18.3519287109375,18.577972412109375,18.313077926635742,18.493206024169922,18.06670379638672,240095,0.0,0.0,18.430691051483155,19.369125906626383,22.00748062133789,16.928560256958008,0.3080666076564781
2019-01-08,XQQ.TO,18.722782135009766,18.722782135009766,18.42609977722168,18.6733341217041,18.24267578125,445082,0.0,0.0,18.38442268371582,19.346815840403238,22.00748062133789,16.928560256958008,0.34353243200715633
2019-01-09,XQQ.TO,18.736909866333008,18.87818717956543,18.6733341217041,18.818143844604492,18.384145736694336,607599,0.0,0.0,18.375769424438477,19.316970984141033,22.00748062133789,16.928560256958008,0.37204434251396173
2019-01-10,XQQ.TO,18.719249725341797,18.871122360229492,18.585037231445312,18.867591857910156,18.43245506286621,610997,0.0,0.0,18.36040554046631,19.29295384089152,22.00748062133789,16.928560256958008,0.38178027254595415
2019-01-11,XQQ.TO,18.818143844604492,18.818143844604492,18.701589584350586,18.796953201293945,18.36344337463379,255950,0.0,0.0,18.338331031799317,19.257634512583415,22.00748062133789,16.928560256958008,0.3678720693160664
2019-01-14,XQQ.TO,18.68039894104004,18.701589584350586,18.581504821777344,18.666271209716797,18.235774993896484,240095,0.0,0.0,18.300892543792724,19.220372613271078,22.00748062133789,16.928560256958008,0.3421417994552386
2019-01-15,XQQ.TO,18.652143478393555,19.00180435180664,18.652143478393555,18.977081298828125,18.539417266845703,314559,0.0,0.0,18.279347801208495,19.196355470021565,22.00748062133789,16.928560256958008,0.40333789366674466
2019-01-16,XQQ.TO,19.054784774780273,19.118358612060547,18.98414421081543,18.998273849487305,18.56012535095215,268125,0.0,0.0,18.28287982940674,19.17280928293864,22.00748062133789,16.928560256958008,0.407510542406782
2019-01-17,XQQ.TO,18.9346981048584,19.19959259033203,18.9346981048584,19.121891021728516,18.680889129638672,252836,0.0,0.0,18.31484384536743,19.149851703643797,22.00748062133789,16.928560256958008,0.43184980417355007
2019-01-18,XQQ.TO,19.31261444091797,19.397380828857422,19.171337127685547,19.302019119262695,18.85685920715332,262462,0.0,0.0,18.348573780059816,19.131250190734864,22.00748062133789,16.928560256958008,0.4673156285242283
2019-01-21,XQQ.TO,19.245508193969727,19.372657775878906,19.213720321655273,19.302019119262695,18.85685920715332,26614,0.0,0.0,18.401729393005372,19.12813030878703,22.00748062133789,16.928560256958008,0.4673156285242283
2019-01-22,XQQ.TO,19.231380462646484,19.231380462646484,18.811080932617188,18.87818717956543,18.442806243896484,471979,0.0,0.0,18.450823307037354,19.106350040435792,22.00748062133789,16.928560256958008,0.38386640914490183
2019-01-23,XQQ.TO,19.068912506103516,19.118358612060547,18.772228240966797,18.970016479492188,18.532514572143555,379396,0.0,0.0,18.53329391479492,19.095165570576984,22.00748062133789,16.928560256958008,0.4019468855726849
2019-01-24,XQQ.TO,19.05831527709961,19.107763290405273,18.980613708496094,19.090103149414062,18.64983367919922,157138,0.0,0.0,18.641371059417725,19.092752075195314,22.00748062133789,16.928560256958008,0.42559101883456507
2019-01-25,XQQ.TO,19.178401947021484,19.340869903564453,19.178401947021484,19.291423797607422,18.846511840820312,187716,0.0,0.0,18.708654403686523,19.088866964975992,22.00748062133789,16.928560256958008,0.4652294919252806
2019-01-28,XQQ.TO,19.07244300842285,19.07244300842285,18.93116569519043,19.051252365112305,18.611879348754883,132222,0.0,0.0,18.762339782714843,19.07303212483724,22.00748062133789,16.928560256958008,0.4179416009436623
2019-01-29,XQQ.TO,19.07597541809082,19.07597541809082,18.832271575927734,18.885250091552734,18.449705123901367,139300,0.0,0.0,18.807725048065187,19.050133419036865,22.00748062133789,16.928560256958008,0.38525704169681957
2019-01-30,XQQ.TO,19.083038330078125,19.40444564819336,19.044187545776367,19.34793472290039,18.901716232299805,184035,0.0,0.0,18.868827533721923,19.04030288060506,22.00748062133789,16.928560256958008,0.47635605450919083
2019-01-31,XQQ.TO,19.432701110839844,19.708192825317383,19.432701110839844,19.63755226135254,19.184654235839844,232734,0.0,0.0,18.97390251159668,19.036241149902345,22.00748062133789,16.928560256958008,0.5333794999806596
2019-02-01,XQQ.TO,19.538658142089844,19.651681900024414,19.49274444580078,19.535127639770508,19.084592819213867,103626,0.0,0.0,19.035181617736818,19.028176561991373,22.00748062133789,16.928560256958008,0.5132128869539289
2019-02-04,XQQ.TO,19.54572296142578,19.761171340942383,19.53159523010254,19.743511199951172,19.288166046142578,87771,0.0,0.0,19.09769687652588,19.01322472890218,22.00748062133789,16.928560256958008,0.5542419925965623
2019-02-05,XQQ.TO,19.80355453491211,19.969554901123047,19.80355453491211,19.937767028808594,19.47794532775879,229336,0.0,0.0,19.160918521881104,19.00368849436442,22.00748062133789,16.928560256958008,0.592489457593218
2019-02-06,XQQ.TO,19.920108795166016,20.0013427734375,19.83180809020996,19.884788513183594,19.426189422607422,103626,0.0,0.0,19.214250755310058,18.99833173751831,22.00748062133789,16.928560256958008,0.5820583990563377
2019-02-07,XQQ.TO,19.736446380615234,19.736446380615234,19.49627685546875,19.623424530029297,19.170852661132812,157421,0.0,0.0,19.252042388916017,18.99903812408447,22.00748062133789,16.928560256958008,0.5305978593346821
2019-02-08,XQQ.TO,19.429168701171875,19.641084671020508,19.429168701171875,19.641084671020508,19.188108444213867,284264,0.0,0.0,19.294248962402342,18.999509048461913,22.00748062133789,16.928560256958008,0.5340750040276895
2019-02-11,XQQ.TO,19.65521240234375,19.775297164916992,19.60576629638672,19.644617080688477,19.19155502319336,77861,0.0,0.0,19.343166255950926,19.003158728281658,22.00748062133789,16.928560256958008,0.5347705080747194
2019-02-12,XQQ.TO,19.7858943939209,19.955427169799805,19.750574111938477,19.937767028808594,19.47794532775879,93150,0.0,0.0,19.39120054244995,19.0068084081014,22.00748062133789,16.928560256958008,0.592489457593218
2019-02-13,XQQ.TO,20.0013427734375,20.043724060058594,19.930702209472656,19.941299438476562,19.481399536132812,144397,0.0,0.0,19.438351821899413,19.010693518320718,22.00748062133789,16.928560256958008,0.5931849616402479
2019-02-14,XQQ.TO,19.845937728881836,20.033130645751953,19.845937728881836,19.973087310791016,19.512454986572266,215180,0.0,0.0,19.480911636352538,19.026175181070965,22.00748062133789,16.928560256958008,0.5994437469792329
2019-02-15,XQQ.TO,20.12495994567871,20.12495994567871,19.973087310791016,20.043724060058594,19.581459045410156,122313,0.0,0.0,19.517996883392335,19.048249753316245,22.00748062133789,16.928560256958008,0.6133515746669786
2019-02-19,XQQ.TO,19.98015022277832,20.146150588989258,19.98015022277832,20.086109161376953,19.622865676879883,88903,0.0,0.0,19.557201385498047,19.068264071146647,22.00748062133789,16.928560256958008,0.6216968721470533
2019-02-20,XQQ.TO,20.07551383972168,20.167343139648438,19.976619720458984,20.07551383972168,19.612520217895508,182336,0.0,0.0,19.617067718505858,19.091280523935954,22.00748062133789,16.928560256958008,0.6196107355481056
2019-02-21,XQQ.TO,20.047256469726562,20.07198143005371,19.90951156616211,20.004873275756836,19.543508529663086,60024,0.0,0.0,19.66881055831909,19.112354373931886,22.00748062133789,16.928560256958008,0.6057021567760759
2019-02-22,XQQ.TO,20.022533416748047,20.167343139648438,20.022533416748047,20.153215408325195,19.688426971435547,180921,0.0,0.0,19.721966171264647,19.129072189331055,22.00748062133789,16.928560256958008,0.6349095713299111
