symbol,shortName,currency,exchange,market,latest_date,open,high,low,close,adj_close,volume,ma20,ma60,high_52w,low_52w,position_52w,regularMarketPrice,currentPrice,previousClose,navPrice,yield,dividendYield,totalAssets,fundFamily,category
XQQ.TO,iSHARES NASDAQ 100 INDEX ETF,CAD,TOR,ca_market,2026-05-08,70.19999694824219,71.30999755859375,70.19999694824219,71.29000091552734,71.29000091552734,168600.0,66.3379997253418,62.29633337656657,71.29000091552734,51.20654296875,1.0,71.29,,69.66,71.32426,0.0027,0.27,4254093056,BlackRock Asset Management Canada Ltd,
